Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000000925;Smarcb1;10;75896769;75921617
ENSMUST00000197984;Smarcc1;9;110132037;110235291
ENSMUST00000088716;Smarcc1;9;110131980;110240178
ENSMUST00000023759;Smarcd1;15;99702129;99713991
ENSMUST00000103133;Smarce1;11;99209047;99231017
ENSMUST00000045312;Smc1a;X;152016428;152062694
ENSMUST00000056907;Smcr8;11;60777525;60788287
ENSMUST00000023086;Smdt1;15;82345954;82349090
ENSMUST00000032891;Smg1;7;118131308;118243637
ENSMUST00000001451;Smg5;3;88336260;88362338
ENSMUST00000043560;Smg7;1;152836996;152878168
ENSMUST00000073441;Smg7;1;152836995;152902622
ENSMUST00000020801;Smg8;11;87077732;87086774
ENSMUST00000002280;Smg9;7;24399619;24422778
ENSMUST00000100864;Smim10l1;6;133104909;133107750
ENSMUST00000063641;Smim11;16;92301286;92313041
ENSMUST00000142029;Smim12;4;127243784;127247809
ENSMUST00000121661;Smim14;5;65449803;65493060
ENSMUST00000139122;Smim14;5;65446844;65493400
ENSMUST00000147148;Smim20;5;53267138;53278540
ENSMUST00000058733;Smim7;8;72567487;72571049
ENSMUST00000167290;Smim7;8;72565188;72571088
ENSMUST00000029972;Smim8;4;34768664;34778423
ENSMUST00000022147;Smn1;13;100124852;100137690
ENSMUST00000025997;Smndc1;19;53379396;53390578
ENSMUST00000046983;Smpd1;7;105554360;105558389
ENSMUST00000030117;Smu1;4;40736542;40757923
ENSMUST00000064067;Smug1;15;103153307;103158002
ENSMUST00000103067;Smurf2;11;106820066;106920715
ENSMUST00000027897;Smyd2;1;189880492;189922363
ENSMUST00000128302;Smyd3;1;178951960;179518034
ENSMUST00000044530;Smyd4;11;75348433;75405705
ENSMUST00000045693;Smyd5;6;85431989;85446435
ENSMUST00000023449;Snap29;16;17405986;17430827
ENSMUST00000011981;Snapc2;8;4253080;4256220
ENSMUST00000034965;Snapc5;9;64179274;64183132
ENSMUST00000149884;Snapin;3;90488034;90491033
ENSMUST00000001460;Snd1;6;28480348;28888832
ENSMUST00000006217;Snf8;11;96034885;96047430
ENSMUST00000052183;Snip1;4;125066672;125074042
ENSMUST00000103220;Snrnp200;2;127208399;127240451
ENSMUST00000039601;Snrnp25;11;32205415;32208984
ENSMUST00000001186;Snrnp27;6;86675151;86684522
ENSMUST00000031349;Snrnp35;5;124483134;124491124
ENSMUST00000105994;Snrnp40;4;130360132;130390026
ENSMUST00000201498;Snrnp40;CHR_MG4265_PATCH;130360132;130390026
ENSMUST00000091641;Snrnp48;13;38204945;38227665
ENSMUST00000074575;Snrnp70;7;45376453;45395742
ENSMUST00000122202;Snrpa;7;27187007;27196245
ENSMUST00000080356;Snrpa;7;27187007;27196271
ENSMUST00000153609;Snrpa1;7;66060338;66074587
ENSMUST00000103199;Snrpb;2;130171635;130179403
ENSMUST00000008477;Snrpb2;2;143063039;143072853
ENSMUST00000002551;Snrpd1;18;10617775;10628230
ENSMUST00000020397;Snrpd3;10;75517551;75537381
ENSMUST00000068856;Snupn;9;56950878;56983206
ENSMUST00000021428;Snw1;12;87449910;87472274
ENSMUST00000034946;Snx1;9;66088133;66124886
ENSMUST00000120389;Snx12;X;101211959;101222549
ENSMUST00000077876;Snx12;X;101211959;101222563
ENSMUST00000156473;Snx12;X;101097786;101222553
ENSMUST00000048519;Snx13;12;35047186;35147479
ENSMUST00000029047;Snx16;3;10418146;10440087
ENSMUST00000109241;Snx18;13;113592179;113618564
ENSMUST00000164099;Snx19;9;30427108;30466726
ENSMUST00000029783;Snx27;3;94497544;94582716
ENSMUST00000019939;Snx3;10;42502031;42535370
ENSMUST00000105499;Snx3;10;42502290;42535381
ENSMUST00000023502;Snx4;16;33251444;33300269
ENSMUST00000005798;Snx6;12;54746349;54795703
ENSMUST00000065562;Socs4;14;47276931;47296102
ENSMUST00000125362;Socs6;18;88868495;88894352
ENSMUST00000070116;Socs6;18;88865169;88894322
ENSMUST00000023707;Sod1;16;90220754;90226329
ENSMUST00000119368;Son;16;91647879;91665708
ENSMUST00000114036;Son;16;91647880;91664033
ENSMUST00000122302;Son;16;91647885;91679221
ENSMUST00000068714;Sos1;17;80393751;80479969
ENSMUST00000001326;Sp1;15;102406380;102436404
ENSMUST00000107624;Sp2;11;96953341;96977711
ENSMUST00000026367;Sp4;12;118234933;118301370
ENSMUST00000018431;Spag7;11;70663771;70669416
ENSMUST00000153076;Spag9;11;94082788;94126085
ENSMUST00000024869;Spast;17;74339013;74391115
ENSMUST00000057627;Spata2;2;167481133;167492887
ENSMUST00000067476;Spcs3;8;54520433;54529998
ENSMUST00000036450;Spg11;2;122053520;122118386
ENSMUST00000034955;Spg21;9;65460947;65488470
ENSMUST00000125975;Spg7;8;123062988;123097760
ENSMUST00000108868;Spg7;8;123065283;123070690
ENSMUST00000040248;Spidr;16;15889224;16146851
ENSMUST00000095797;Spin1;13;51100880;51152546
ENSMUST00000107722;Spop;11;95414098;95493406
ENSMUST00000132484;Spopl;2;23506220;23572104
ENSMUST00000028844;Sppl2a;2;126890391;126933235
ENSMUST00000035597;Sppl2b;10;80855275;80868708
ENSMUST00000031530;Sppl3;5;115011137;115098790
ENSMUST00000154032;Spryd3;15;102116528;102136234
ENSMUST00000061995;Spryd4;10;128209908;128211807
ENSMUST00000021920;Sptlc1;13;53332748;53377397
ENSMUST00000056228;Sptssa;12;54645392;54656573
ENSMUST00000061639;Spty2d1;7;46990396;47008411
ENSMUST00000095187;Srbd1;17;85984665;86145175
ENSMUST00000023100;Srebf2;15;82147181;82205379
ENSMUST00000210489;Srek1;13;103739348;103764582
ENSMUST00000074616;Srek1;13;103741612;103774608
ENSMUST00000015749;Srf;17;46548329;46556175
ENSMUST00000025406;Srfbp1;18;52465693;52491931
ENSMUST00000088786;Sri;5;8046078;8069379
ENSMUST00000148633;Sri;5;8056527;8069151
ENSMUST00000006611;Srm;4;148591503;148594619
ENSMUST00000009693;Srp14;2;118475850;118479711
ENSMUST00000101087;Srp72;5;76974683;76999937
ENSMUST00000027792;Srp9;1;182124750;182132407
ENSMUST00000111018;Srp9;1;182124737;182131919
ENSMUST00000130643;Srpk1;17;28587648;28622709
ENSMUST00000035157;Srprb;9;103188032;103202137
ENSMUST00000065211;Srr;11;74906359;74925798
ENSMUST00000084846;Srrm1;4;135320491;135353244
ENSMUST00000105861;Srrm1;4;135320484;135353321
ENSMUST00000196109;Srrt;5;137295725;137299645
ENSMUST00000199243;Srrt;5;137295711;137307666
ENSMUST00000040873;Srrt;5;137295704;137307674
ENSMUST00000199756;Srrt;5;137295987;137297425
ENSMUST00000193491;Srsf1;CHR_MG3829_PATCH;88047718;88051490
ENSMUST00000139129;Srsf1;11;88047373;88053755
ENSMUST00000183352;Srsf1;CHR_MG3829_PATCH;88047373;88053755
ENSMUST00000079866;Srsf1;11;88047718;88051490
ENSMUST00000126641;Srsf10;4;135855747;135869908
ENSMUST00000105853;Srsf10;4;135855747;135865815
ENSMUST00000102544;Srsf10;4;135855747;135868382
ENSMUST00000072875;Srsf11;3;158010919;158031766
ENSMUST00000190993;Srsf2;11;116850054;116853072
ENSMUST00000092404;Srsf2;11;116849901;116853094
ENSMUST00000130216;Srsf3;17;29032628;29043373
ENSMUST00000053819;Srsf4;4;131873617;131901706
ENSMUST00000110351;Srsf5;12;80945532;80950503
ENSMUST00000094693;Srsf5;12;80945504;80950507
ENSMUST00000110356;Srsf5;12;80945585;80950503
ENSMUST00000130411;Srsf6;2;162931528;162937121
ENSMUST00000063417;Srsf7;17;80200080;80207305
ENSMUST00000031513;Srsf9;5;115327177;115333080
ENSMUST00000040924;Ss18;18;14625623;14682914
ENSMUST00000092041;Ss18;18;14625631;14682828
ENSMUST00000041126;Ss18l1;2;180042509;180070201
ENSMUST00000114779;Ssbp1;6;40471352;40484700
ENSMUST00000117411;Ssbp1;6;40471475;40480992
ENSMUST00000121360;Ssbp1;6;40471468;40480995
ENSMUST00000031971;Ssbp1;6;40471415;40478587
ENSMUST00000030367;Ssbp3;4;106911470;107049694
ENSMUST00000028342;Ssna1;2;25271039;25272416
ENSMUST00000021864;Ssr1;13;37971401;37994217
ENSMUST00000195014;Ssr2;3;88579608;88588419
ENSMUST00000029414;Ssr3;3;65379655;65392623
ENSMUST00000077798;Ssrp1;2;85037234;85047109
ENSMUST00000030905;Ssu72;4;155704800;155733879
ENSMUST00000105595;Ssu72;4;155705135;155732189
ENSMUST00000172107;St13;15;81363669;81400043
ENSMUST00000030263;St3gal3;4;117932154;118134890
ENSMUST00000106410;St3gal3;4;117932158;118134914
ENSMUST00000059271;St7l;3;104864503;104930064
ENSMUST00000115073;Stag2;X;42149317;42277185
ENSMUST00000069619;Stag2;X;42150701;42277185
ENSMUST00000102960;Stam;2;14074098;14149634
ENSMUST00000102759;Stam2;2;52691664;52742200
ENSMUST00000127638;Stat3;11;100886810;100939540
ENSMUST00000107358;Stat5b;11;100780731;100822528
ENSMUST00000004143;Stat5b;11;100780731;100850724
ENSMUST00000109235;Stau1;2;166947549;166996278
ENSMUST00000049412;Stau1;2;166948147;166996103
ENSMUST00000109238;Stau1;2;166948147;166996265
ENSMUST00000033289;Stim1;7;102267806;102437318
ENSMUST00000025918;Stip1;19;7020702;7039967
ENSMUST00000105370;Stk11;10;80125375;80130675
ENSMUST00000079817;Stk24;14;121286343;121379334
ENSMUST00000166282;Stk35;2;129800517;129832287
ENSMUST00000009138;Stk38;17;28970880;29007995
ENSMUST00000156732;Stk38;17;28971011;28973077
ENSMUST00000034883;Stoml1;9;58253164;58262520
ENSMUST00000064910;Strap;6;137735078;137751932
ENSMUST00000064759;Strip1;3;107612532;107631694
ENSMUST00000108495;Strn4;7;16816317;16840927
ENSMUST00000019220;Strn4;7;16815889;16840931
ENSMUST00000135934;Stt3a;9;36732426;36754867
ENSMUST00000120381;Stt3a;9;36729344;36767679
ENSMUST00000035010;Stt3b;9;115242581;115310421
ENSMUST00000044911;Stub1;17;25830505;25833361
ENSMUST00000107720;Stx17;4;48124926;48186507
ENSMUST00000042146;Stx18;5;38039251;38136823
ENSMUST00000031008;Stx18;5;38039233;38136817
ENSMUST00000033075;Stx4a;7;127841764;127849019
ENSMUST00000121705;Stx4a;7;127841968;127849000
ENSMUST00000176968;Stx5a;19;8749003;8755065
ENSMUST00000176381;Stx5a;19;8741413;8756069
ENSMUST00000010254;Stx5a;19;8741489;8755642
ENSMUST00000073430;Stx5a;19;8741803;8755642
ENSMUST00000021286;Stx8;11;67966469;67987607
ENSMUST00000021285;Stx8;11;67966193;68207148
ENSMUST00000038213;Stxbp5;10;9755547;9900683
ENSMUST00000110504;Sub1;15;11984041;11996983
ENSMUST00000022816;Sub1;15;11981339;11996058
ENSMUST00000048377;Suco;1;161816114;161876682
ENSMUST00000166397;Suds3;5;117092437;117116113
ENSMUST00000086471;Suds3;5;117091680;117115998
ENSMUST00000039922;Sufu;19;46396896;46488804
ENSMUST00000011450;Sugp1;8;70042813;70072347
ENSMUST00000054908;Sugt1;14;79587691;79635196
ENSMUST00000171300;Sumf2;5;129846986;129864050
ENSMUST00000091374;Sumo1;1;59639434;59670834
ENSMUST00000153892;Sumo2;11;115523102;115536276
ENSMUST00000121185;Sumo2;11;115523102;115535817
ENSMUST00000099538;Sumo3;10;77606571;77617422
ENSMUST00000058716;Sun1;5;139200637;139249840
ENSMUST00000046709;Supt16;14;52160414;52197416
ENSMUST00000197502;Supt20;3;54692807;54728636
ENSMUST00000003527;Supt5;7;28314894;28338719
ENSMUST00000002121;Supt6;11;78206746;78245987
ENSMUST00000202421;Supt7l;5;31516499;31526731
ENSMUST00000015011;Surf4;2;26920040;26933928
ENSMUST00000047632;Surf6;2;26890435;26902879
ENSMUST00000113395;Swi5;2;32278816;32282864
ENSMUST00000183946;Swi5;2;32278816;32288068
ENSMUST00000113400;Swi5;2;32278918;32288069
ENSMUST00000053583;Swsap1;9;21955755;21958264
ENSMUST00000030622;Syf2;4;134930898;134937548
ENSMUST00000023882;Sympk;7;19024377;19054617
ENSMUST00000174391;Syncrip;9;88449731;88482248
ENSMUST00000069221;Syncrip;9;88447009;88482559
ENSMUST00000173801;Syncrip;9;88455578;88482555
ENSMUST00000174282;Syncrip;9;88452689;88482196
ENSMUST00000164431;Synj2bp;12;81499142;81532899
ENSMUST00000163402;Synj2bp;12;81497941;81532911
ENSMUST00000092834;Synrg;11;83964428;84044578
ENSMUST00000183456;Synrg;11;83964476;84040928
ENSMUST00000025723;Syvn1;19;6047104;6053709
ENSMUST00000138532;Syvn1;19;6046576;6053712
ENSMUST00000102487;Szrd1;4;141113001;141139766
ENSMUST00000023050;Tab1;15;80133127;80161707
ENSMUST00000146444;Tab2;10;7905653;7956230
ENSMUST00000048250;Tab3;X;85574022;85634469
ENSMUST00000084512;Tacc1;8;25154552;25201449
ENSMUST00000027846;Tada1;1;166379097;166393621
ENSMUST00000018795;Tada2a;11;84078920;84129600
ENSMUST00000031097;Tada2b;5;36473670;36484285
ENSMUST00000032410;Tada3;6;113366025;113377883
ENSMUST00000101341;Taf1;X;101532741;101601789
ENSMUST00000141116;Taf10;7;105739393;105744361
ENSMUST00000030731;Taf12;4;132274375;132295766
ENSMUST00000164079;Taf1d;9;15306264;15311798
ENSMUST00000034415;Taf1d;9;15306214;15312104
ENSMUST00000041733;Taf2;15;55015131;55072152
ENSMUST00000041618;Taf4;2;179912152;179976646
ENSMUST00000165628;Taf5l;8;123996318;124021397
ENSMUST00000048698;Taf6;5;138178617;138187226
ENSMUST00000067103;Taf8;17;47488050;47502292
ENSMUST00000032461;Tamm41;6;115004381;115037876
ENSMUST00000071268;Taok2;7;126865678;126884703
ENSMUST00000117394;Taok2;7;126869503;126884703
ENSMUST00000023813;Tarbp2;15;102518459;102523676
ENSMUST00000105699;Tardbp;4;148616726;148626758
ENSMUST00000186711;Tardbp;4;148617046;148618680
ENSMUST00000084125;Tardbp;4;148612382;148627019
ENSMUST00000022849;Tars;15;11382301;11399665
ENSMUST00000110155;Tatdn1;15;58890155;58933730
ENSMUST00000080723;Tax1bp1;6;52713729;52766780
ENSMUST00000069722;Taz;X;74282697;74290151
ENSMUST00000124200;Taz;X;74282750;74290148
ENSMUST00000020339;Tbc1d15;10;115197872;115251467
ENSMUST00000028963;Tbc1d20;2;152293828;152313996
ENSMUST00000023431;Tbc1d23;16;57168862;57231504
ENSMUST00000024717;Tbc1d5;17;50733124;51179168
ENSMUST00000046644;Tbca;13;94788910;94842922
ENSMUST00000006254;Tbcb;7;30224131;30232272
ENSMUST00000103013;Tbcd;11;121451949;121617164
ENSMUST00000169172;Tbck;3;132684144;132841688
ENSMUST00000020316;Tbk1;10;121546455;121586787
ENSMUST00000088217;Tbl1x;X;77511013;77662983
ENSMUST00000063988;Tbl1xr1;3;22077284;22215293
ENSMUST00000193734;Tbl1xr1;3;22076652;22216594
ENSMUST00000153183;Tbl2;5;135149657;135165760
ENSMUST00000118001;Tbp;17;15499910;15517427
ENSMUST00000014911;Tbp;17;15499888;15517427
ENSMUST00000162505;Tbp;17;15499888;15528379
ENSMUST00000127698;Tbpl1;10;22703879;22731447
ENSMUST00000117654;Tbrg1;9;37648763;37657312
ENSMUST00000189268;Tbrg4;11;6615599;6626067
ENSMUST00000000394;Tbrg4;11;6616423;6626043
ENSMUST00000081551;Tcea1;1;4857814;4897905
ENSMUST00000057043;Tceanc2;4;107134155;107178547
ENSMUST00000025375;Tcerg1;18;42511501;42575554
ENSMUST00000108840;Tcf25;8;123373823;123403806
ENSMUST00000057934;Tcf25;8;123373824;123401892
ENSMUST00000176630;Tcof1;18;60813755;60848971
ENSMUST00000089024;Tcp1;17;12916329;12924556
ENSMUST00000151287;Tcp1;17;12916382;12925067
ENSMUST00000014220;Tctex1d2;16;32419702;32429099
ENSMUST00000038039;Tdp2;13;24831679;24842153
ENSMUST00000116425;Terf2;8;107075517;107096547
ENSMUST00000133925;Terf2;8;107069400;107096545
ENSMUST00000052138;Terf2ip;8;112011398;112020528
ENSMUST00000089622;Tet3;6;83362373;83441675
ENSMUST00000042780;Tex2;11;106502147;106612930
ENSMUST00000207249;Tex2;11;106502393;106567110
ENSMUST00000014892;Tex261;6;83768885;83775813
ENSMUST00000092430;Tfam;10;71225464;71238280
ENSMUST00000027769;Tfb2m;1;179528055;179546267
ENSMUST00000009877;Tfcp2;15;100502796;100551981
ENSMUST00000031288;Tfip11;5;112326358;112338073
ENSMUST00000186694;Tgfbrap1;1;43047220;43092729
ENSMUST00000052712;Tgs1;4;3574875;3616619
ENSMUST00000036807;Thap1;8;26158141;26164151
ENSMUST00000040445;Thap11;8;105855132;105856950
ENSMUST00000036680;Thap3;4;151982639;151988997
ENSMUST00000025137;Thoc1;18;9957906;9995489
ENSMUST00000026990;Thoc3;13;54458837;54468849
ENSMUST00000065865;Thoc7;14;13949012;13961277
ENSMUST00000005057;Thop1;10;81070035;81082559
ENSMUST00000064187;Thra;11;98741811;98769006
ENSMUST00000103139;Thra;11;98741873;98765111
ENSMUST00000080919;Thrap3;4;126164082;126202760
ENSMUST00000050575;Thtpa;14;55094784;55098986
ENSMUST00000033236;Thumpd1;7;119715093;119720798
ENSMUST00000032398;Thumpd3;6;113046225;113068273
ENSMUST00000039161;Thyn1;9;26999722;27007334
ENSMUST00000095753;Tia1;6;86404219;86433405
ENSMUST00000039913;Tigar;6;127085116;127109550
ENSMUST00000062626;Tigd2;6;59208870;59212033
ENSMUST00000192937;Tigd5;15;75909735;75914535
ENSMUST00000081104;Timm17a;1;135295213;135313778
ENSMUST00000033498;Timm17b;X;7899357;7908351
ENSMUST00000025547;Timm21;18;84946191;84951524
ENSMUST00000021203;Timm22;11;76407143;76416292
ENSMUST00000081946;Timm50;7;28305516;28312072
ENSMUST00000044051;Timm8b;9;50603910;50605320
ENSMUST00000002925;Timmdc1;16;38498347;38522663
ENSMUST00000043235;Tiprl;1;165212286;165236943
ENSMUST00000175765;Tirap;9;35184551;35200291
ENSMUST00000050211;Tk2;8;104226685;104248558
ENSMUST00000037678;Tkfc;19;10592200;10604258
ENSMUST00000052011;Tle4;19;14448150;14598051
ENSMUST00000038584;Tlk1;2;70712407;70825728
ENSMUST00000106939;Tlk2;11;105178807;105283959
ENSMUST00000026624;Tm9sf2;14;122107038;122159604
ENSMUST00000025989;Tm9sf3;19;41210844;41263997
ENSMUST00000026681;Tma16;8;66473118;66486519
ENSMUST00000023749;Tmbim6;15;99392882;99410049
ENSMUST00000195015;Tmco1;1;167308378;167330785
ENSMUST00000193446;Tmco1;1;167308670;167330785
ENSMUST00000007046;Tmco6;18;36735068;36742397
ENSMUST00000034698;Tmed1;9;21507555;21510252
ENSMUST00000040766;Tmed10;12;85342788;85374847
ENSMUST00000058488;Tmed3;9;89699206;89705068
ENSMUST00000004508;Tmed4;11;6270369;6274870
ENSMUST00000037418;Tmed8;12;87166237;87200454
ENSMUST00000109905;Tmed9;13;55593169;55597697
ENSMUST00000021296;Tmem101;11;102152546;102156404
ENSMUST00000031556;Tmem106b;6;13069839;13089269
ENSMUST00000064200;Tmem106c;15;97964230;97970275
ENSMUST00000062677;Tmem11;11;60864452;60879272
ENSMUST00000006701;Tmem110;14;30825590;30877210
ENSMUST00000032844;Tmem126a;7;90450700;90457229
ENSMUST00000035871;Tmem127;2;127247908;127261107
ENSMUST00000087511;Tmem128;5;38260185;38269634
ENSMUST00000041968;Tmem135;7;89139714;89338787
ENSMUST00000025568;Tmem138;19;10570478;10577362
ENSMUST00000006478;Tmem147;7;30727705;30729540
ENSMUST00000031144;Tmem165;5;76183880;76209245
ENSMUST00000129449;Tmem170b;13;41606216;41641355
ENSMUST00000037906;Tmem177;1;119907890;119913208
ENSMUST00000057151;Tmem18;12;30584426;30591215
ENSMUST00000049470;Tmem183a;1;134346097;134361979
ENSMUST00000101506;Tmem185a;X;70459753;70477180
ENSMUST00000052505;Tmem186;16;8633229;8637712
ENSMUST00000092170;Tmem19;10;115340742;115362267
ENSMUST00000052566;Tmem199;11;78507055;78512172
ENSMUST00000104998;Tmem203;2;25255439;25256292
ENSMUST00000115160;Tmem209;6;30481228;30509783
ENSMUST00000034632;Tmem218;9;37208223;37224700
ENSMUST00000120007;Tmem219;7;126886218;126897424
ENSMUST00000032926;Tmem219;7;126886220;126898276
ENSMUST00000121532;Tmem219;7;126886220;126898253
ENSMUST00000105907;Tmem222;4;133266045;133277792
ENSMUST00000028816;Tmem230;2;132239492;132247807
ENSMUST00000005053;Tmem242;17;5410870;5440243
ENSMUST00000068792;Tmem245;4;56866923;56947437
ENSMUST00000111298;Tmem248;5;130222335;130243666
ENSMUST00000057416;Tmem251;12;102743762;102747561
ENSMUST00000133967;Tmem256;11;69838514;69839613
ENSMUST00000094065;Tmem256;11;69838524;69839618
ENSMUST00000040372;Tmem258;19;10204014;10207824
ENSMUST00000052885;Tmem259;10;79977118;79984330
ENSMUST00000124536;Tmem259;10;79977358;79984040
ENSMUST00000111735;Tmem260;14;48446382;48515456
ENSMUST00000034878;Tmem30a;9;79768943;79793430
ENSMUST00000037918;Tmem33;5;67260565;67291461
ENSMUST00000160352;Tmem33;5;67260697;67291461
ENSMUST00000119929;Tmem41b;7;109973304;109986259
ENSMUST00000094097;Tmem41b;7;109972187;109986451
ENSMUST00000084733;Tmem42;9;123021326;123023487
ENSMUST00000105863;Tmem50a;4;134898391;134915015
ENSMUST00000030626;Tmem50a;4;134897849;134915024
ENSMUST00000115259;Tmem60;5;20882191;20886870
ENSMUST00000029891;Tmem68;4;3549041;3574853
ENSMUST00000177501;Tmem70;1;16665207;16678195
ENSMUST00000065373;Tmem70;1;16665210;16678275
ENSMUST00000033333;Tmem9b;7;109735834;109752279
ENSMUST00000095664;Tmf1;6;97152997;97179122
ENSMUST00000020123;Tmpo;10;91160417;91171578
ENSMUST00000072239;Tmpo;10;91147571;91171582
ENSMUST00000111820;Tmppe;9;114401105;114407276
ENSMUST00000036376;Tmub2;11;102284931;102289237
ENSMUST00000100387;Tmub2;11;102284939;102289237
ENSMUST00000021471;Tmx1;12;70453095;70468040
ENSMUST00000053664;Tmx2;2;84671317;84678056
ENSMUST00000025515;Tmx3;18;90510154;90543267
ENSMUST00000038228;Tmx4;2;134594185;134644145
ENSMUST00000087737;Tnip2;5;34496087;34513991
ENSMUST00000033929;Tnks;8;34826460;34965690
ENSMUST00000025729;Tnks2;19;36834232;36893477
ENSMUST00000012679;Tnpo3;6;29540827;29609887
ENSMUST00000094053;Tnrc6a;7;123124181;123195296
ENSMUST00000067689;Tnrc6b;15;80711313;80941085
ENSMUST00000030451;Toe1;4;116804002;116807640
ENSMUST00000001950;Tollip;7;141881583;141902487
ENSMUST00000020849;Tom1l1;11;90643465;90687607
ENSMUST00000179857;Tomm20;8;126930667;126945840
ENSMUST00000023062;Tomm22;15;79670861;79673400
ENSMUST00000109384;Tomm34;2;164053540;164071169
ENSMUST00000093552;Tomm40;7;19701313;19715438
ENSMUST00000111327;Tomm40l;1;171217802;171222184
ENSMUST00000166897;Tomm70a;16;57121703;57156705
ENSMUST00000002891;Top3a;11;60740058;60777365
ENSMUST00000042575;Topors;4;40259601;40269850
ENSMUST00000028200;Tor1a;2;30960627;30967933
ENSMUST00000028199;Tor1b;2;30952959;30959015
ENSMUST00000022766;Tox4;14;52279146;52296401
ENSMUST00000069712;Tpd52l2;2;181497199;181516256
ENSMUST00000000844;Tpd52l2;2;181497181;181517371
ENSMUST00000108799;Tpd52l2;2;181497231;181515387
ENSMUST00000115817;Tpgs2;18;25136037;25169007
ENSMUST00000172132;Tpi1;6;124810586;124814296
ENSMUST00000188313;Tpp2;1;43934015;44003000
ENSMUST00000087933;Tpp2;1;43934007;44002971
ENSMUST00000067137;Tprkb;6;85915747;85930282
ENSMUST00000161286;Tra2b;16;22244549;22266005
ENSMUST00000081702;Trabd;15;89076013;89087077
ENSMUST00000114234;Traf2;2;25518866;25546910
ENSMUST00000004949;Traf6;2;101678440;101701669
ENSMUST00000045903;Trak1;9;121367016;121474918
ENSMUST00000211187;Trak1;9;121415975;121462610
ENSMUST00000027068;Tram1;1;13564698;13589910
ENSMUST00000006137;Trap1;16;4039971;4077827
ENSMUST00000000384;Trappc10;10;78186725;78244641
ENSMUST00000168129;Trappc12;12;28690628;28750472
ENSMUST00000015157;Trappc2l;8;122611646;122616660
ENSMUST00000030660;Trappc3;4;126262325;126275883
ENSMUST00000044857;Trappc5;8;3676299;3681255
ENSMUST00000021380;Trappc6b;12;59043092;59061461
ENSMUST00000023276;Trappc9;15;72589620;73055810
ENSMUST00000124488;Trdmt1;2;13509014;13544668
ENSMUST00000108810;Trim11;11;58978115;58991458
ENSMUST00000120428;Trim24;6;37870811;37966296
ENSMUST00000021761;Trim27;13;21179931;21194723
ENSMUST00000005705;Trim28;7;13024152;13031035
ENSMUST00000197365;Trim33;3;103341682;103355563
ENSMUST00000029444;Trim33;3;103279293;103358775
ENSMUST00000022623;Trim35;14;66297031;66311424
ENSMUST00000041282;Trim37;11;87127077;87220683
ENSMUST00000042717;Trim39;17;36258873;36272004
ENSMUST00000047145;Trim41;11;48806404;48817353
ENSMUST00000102573;Trim44;2;102300119;102400900
ENSMUST00000189670;Trip12;1;84724264;84749277
ENSMUST00000027421;Trip12;1;84721189;84839304
ENSMUST00000179395;Trip4;9;65828930;65908794
ENSMUST00000059052;Trmt10c;16;56032609;56037819
ENSMUST00000019927;Trmt11;10;30534225;30600749
ENSMUST00000116551;Trmt112;19;6909747;6911028
ENSMUST00000174786;Trmt112;19;6910164;6911028
ENSMUST00000036937;Trmt12;15;58872674;58877127
ENSMUST00000030980;Trmt44;5;35556203;35575070
ENSMUST00000039554;Trmt6;2;132804207;132816054
ENSMUST00000023019;Trmu;15;85879320;85897392
ENSMUST00000030730;Trnau1ap;4;132311763;132329538
ENSMUST00000057578;Trnt1;6;106769166;106782474
ENSMUST00000117245;Trp53bp2;1;182409172;182462432
ENSMUST00000039007;Trp53rka;2;165490110;165493324
ENSMUST00000041059;Trpc4ap;2;155634271;155692384
ENSMUST00000026073;Trub1;19;57452912;57491005
ENSMUST00000026072;Trub1;19;57452934;57486202
ENSMUST00000097373;Tsc2;17;24595937;24632629
ENSMUST00000199164;Tsc22d2;3;58414720;58461720
ENSMUST00000099090;Tsc22d2;3;58414715;58466783
ENSMUST00000040234;Tsen2;6;115544664;115578628
ENSMUST00000021134;Tsen54;11;115814724;115823094
ENSMUST00000040560;Tsfm;10;127022332;127030840
ENSMUST00000060303;Tshz1;18;84011627;84086404
ENSMUST00000027623;Tsn;1;118294778;118311416
ENSMUST00000075896;Tsnax;8;125012997;125034192
ENSMUST00000060991;Tspan31;10;127067280;127070264
ENSMUST00000061372;Tspyl1;10;34282190;34285275
ENSMUST00000044509;Tspyl2;X;152336855;152342425
ENSMUST00000045807;Tsr1;11;74898078;74909342
ENSMUST00000063574;Tsr3;17;25240170;25242798
ENSMUST00000177841;Tssc4;7;143069368;143071087
ENSMUST00000060433;Tssc4;7;143069249;143071093
ENSMUST00000023231;Tsta3;15;75924683;75929753
ENSMUST00000048578;Ttc1;11;43730009;43747982
ENSMUST00000109278;Ttc1;11;43729512;43748008
ENSMUST00000050646;Ttc19;11;62281484;62316426
ENSMUST00000024882;Ttc27;17;74717732;74863570
ENSMUST00000081640;Ttc33;15;5185727;5218336
ENSMUST00000118193;Ttc33;15;5185525;5218336
ENSMUST00000091466;Ttc37;13;76098734;76187983
ENSMUST00000146088;Ttc38;15;85832306;85858822
ENSMUST00000026480;Ttc4;4;106662256;106678944
ENSMUST00000006451;Ttc5;14;50765415;50785519
ENSMUST00000062957;Ttc7b;12;100300770;100520826
ENSMUST00000096751;Ttc9c;19;8809075;8819333
ENSMUST00000100237;Ttf1;2;29060262;29087656
